,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(7.Gradual).9,0.2566579529037538,0.17826243602417696,-0.09155190566902546,0.13635619306368582,0.2552730800366154,0.3758158523161672,0.611289183193972,0.001705483951393498
v_subj(7.Gradual).11,-1.6493662972590397,0.21411370973912494,-2.0842980615423223,-1.7900689165424692,-1.6428794468250896,-1.5021427050085066,-1.2476460739339426,0.0037432298435122933
v_subj(7.Gradual).13,0.7356567617981056,0.12010938381332903,0.511303692749602,0.6527862111219808,0.7313048540906819,0.814964992232097,0.981335429219411,0.001438723325819927
v_subj(7.Sudden).0,1.8331854083832433,0.2439970321419916,1.375921480676646,1.6691224681890122,1.8260884388882817,1.987490185272737,2.3462771150899737,0.0040321597703325785
v_subj(7.Sudden).2,-2.8422561608630623,0.31846452412185655,-3.4945470987010596,-3.0516371234807886,-2.829927371904728,-2.6269626234278345,-2.2371448864113086,0.009789589141807897
v_subj(7.Sudden).4,-3.302401306357049,0.35391754191438785,-4.025159500570391,-3.5421121493550576,-3.2893005674995868,-3.0572830650398344,-2.6291114402490936,0.009717480534704675
v_subj(7.Sudden).6,0.3327497259707981,0.1452398441253487,0.044368575796486454,0.23541278840124202,0.3342540452297337,0.43157289709100694,0.6151806714879429,0.00151747865167821
v_subj(7.Sudden).8,0.02254509070981929,0.1661899805157483,-0.30615926423841944,-0.08845917766326863,0.023274274103361803,0.13288411365197694,0.35261503910364533,0.0016267244602256935
v_subj(7.Sudden).10,-0.13377861588204065,0.15143747967617086,-0.42389105067550403,-0.23580546430137317,-0.1346261479211488,-0.032670141346918535,0.16509887841111714,0.0016809312024967272
v_subj(7.Sudden).12,1.5153486350778502,0.319267086916191,1.0535264636303787,1.305156373644687,1.467699786347694,1.65605767030518,2.3350690614065526,0.007545116275826408
v_subj(8.Gradual).1,0.8693410886606817,0.13259067550851614,0.6190248431710832,0.779019712084335,0.8666981501967268,0.9569987490876573,1.1379639069104615,0.00184475387403442
v_subj(8.Gradual).3,-1.8652660641424543,0.3745731310248661,-2.7897935921392842,-2.0483002439040074,-1.8045255507770017,-1.6069331738645438,-1.2973358992892412,0.014879593066840327
v_subj(8.Gradual).5,0.08029361770747176,0.15138781885762106,-0.2186215466155098,-0.02223430564956619,0.08157759482084637,0.18087263654826335,0.37928684251471845,0.0016793261110984944
v_subj(8.Gradual).7,-1.0074976390186108,0.20121252657084157,-1.403172646448617,-1.1439881240349146,-1.0068490664147736,-0.8701505624030403,-0.6140794815582353,0.0023140403451092965
v_subj(8.Gradual).9,0.3749385513507005,0.13166369823797236,0.11921172842134298,0.2865735473129201,0.3750817687389133,0.46351651230873525,0.633273864966164,0.001359503753493987
v_subj(8.Gradual).11,-1.2771018599808859,0.2159344297890442,-1.754967736063387,-1.405533830840251,-1.2581493362662048,-1.126943663894766,-0.9086400223982312,0.00318024575491244
v_subj(8.Gradual).13,0.4057033769925551,0.10427676919865764,0.20673624208470817,0.33592247208621695,0.40209851779746497,0.47451059204831847,0.6171332300350348,0.0012848438197118769
v_subj(8.Sudden).0,2.884295942519271,0.8258125692898064,1.6282857373484187,2.1902922422271898,2.803424273945937,3.5087223627813726,4.558431585288148,0.044543632088354566
v_subj(8.Sudden).2,-3.1932074399456956,0.40149572744473566,-4.031142422939283,-3.4536362428049983,-3.1694876562888963,-2.9156713049950773,-2.45236465275197,0.013682276947181101
v_subj(8.Sudden).4,-4.03552113253743,0.44469112679013506,-4.92134927220124,-4.334955820164231,-4.026156109657709,-3.7368189287409908,-3.1815737444775807,0.013639881960475697
v_subj(8.Sudden).6,0.8530043857054684,0.1606030173313871,0.5432210215181058,0.742442780333537,0.8482016311183023,0.9619646328224059,1.1673891167771377,0.0020994917761953686
v_subj(8.Sudden).8,2.187834966745408,0.33585136147910927,1.5963707638784022,1.9582867152234131,2.1607656944165408,2.3850910754049037,2.9497256888676735,0.007468124997330782
v_subj(8.Sudden).10,-0.11450870631934959,0.17081204930796032,-0.44364999797362037,-0.23276609620677602,-0.11359741194555234,0.0017079875094458963,0.21883429380822506,0.002010778329990962
v_subj(8.Sudden).12,1.2231303370891895,0.20767966320926895,0.8397722948229671,1.0806254346382513,1.2141875726570823,1.3525485525154912,1.6631472563574732,0.002685009961094962
v_subj(9.Gradual).1,0.8013642441666146,0.1342008292664653,0.5465705559043168,0.7101110344289359,0.7961359946178592,0.8897723062242651,1.0735826564571445,0.0016298417332782193
v_subj(9.Gradual).3,-0.20591435236792727,0.11966289786557223,-0.4402241450219293,-0.28718762052183333,-0.20451643107062054,-0.12453698587281126,0.02461493287431571,0.0010995834687076583
v_subj(9.Gradual).5,1.3213639086351552,0.24990958960788226,0.8384234023644219,1.1525903172784702,1.3222578498673716,1.4895906859425647,1.8122267145694189,0.0029902794111593104
v_subj(9.Gradual).7,0.5143917474771611,0.18838394678361703,0.14936464282554607,0.3869177151202783,0.5115006904719688,0.6416958654017986,0.8864704962310572,0.002023695135275603
v_subj(9.Gradual).9,0.636645876751962,0.13867081920161492,0.37117834889833534,0.5425059275290671,0.6331656415503489,0.7303261498171498,0.9136043252823287,0.0015833589193586677
v_subj(9.Gradual).11,-2.3616944763388954,0.31061532336962383,-2.976702419807885,-2.569332870766075,-2.3568546926519947,-2.146783346724241,-1.7698617286778702,0.005334020772946571
v_subj(9.Gradual).13,0.5465204552596149,0.1411290083749975,0.27578650810893357,0.44948932362700267,0.5443063308958929,0.6393361841203224,0.8316821030816186,0.00152302878730461
v_subj(9.Sudden).0,1.3120604973323384,0.236669793992752,0.8550754009443421,1.1526174366733746,1.3090153622203895,1.4676328361247428,1.788750170010162,0.0028956209009875092
v_subj(9.Sudden).2,-2.333549417007324,0.28040287491696947,-2.899763907524711,-2.5187399601482787,-2.3253269569759807,-2.1367830809289114,-1.807143880009539,0.00614627406840419
v_subj(9.Sudden).4,-1.4172792137367387,0.223517289518551,-1.8730151981804526,-1.5618382876370098,-1.4148689015444096,-1.2647370261519595,-0.996339214909032,0.003275519385050306
v_subj(9.Sudden).6,3.6309865532748384,0.3893346156612769,2.8847455153471357,3.372765898767329,3.615981509339092,3.8802844598341686,4.4445204630930535,0.013251831688690933
v_subj(9.Sudden).8,1.2157108947189441,0.20991044784715387,0.8082320307020149,1.0741447233273396,1.218229994924443,1.352762743589481,1.62480249067201,0.0025596701092546765
v_subj(9.Sudden).10,-0.5728722335208544,0.1887314254868632,-0.947840000999762,-0.6978107111430718,-0.5711183220926308,-0.44330650658443504,-0.20920869183767343,0.0019086559768776209
v_subj(9.Sudden).12,1.7522520601807017,0.39781322642849093,1.1518004961903034,1.4627489267925977,1.6852067226144913,1.9770191140808382,2.696028619800545,0.01018661125750789
v_subj(10.Gradual).1,1.2737189921553485,0.19096396800855267,0.9204520232624789,1.1436259126993127,1.2663214869800408,1.3910642391122297,1.680743589227724,0.003011306725112555
v_subj(10.Gradual).3,2.3581709783615885,1.2087730173596165,0.7516081601223337,1.0577762038915277,2.6524126440488773,3.3605534207089245,4.389114969887189,0.11010427417391828
v_subj(10.Gradual).5,1.2833555688785623,0.24312952981539068,0.8092861907587137,1.118310784938625,1.2818118116224553,1.446111766346602,1.766232415352465,0.0028009303790504534
v_subj(10.Gradual).7,-0.11925170789580655,0.22384159760481145,-0.5487041070600545,-0.27240162796087897,-0.12028737120226274,0.03421698873555812,0.3126521599769958,0.0024515457231992547
v_subj(10.Gradual).9,0.7635508191388508,0.16381304133406413,0.44668654000291297,0.6527127955959446,0.7630351050789487,0.8752888444119971,1.0857155661758027,0.0018511009582926226
v_subj(10.Gradual).11,-1.8553978982024464,0.25424005006455075,-2.3814266162038917,-2.0153145739205334,-1.8469190985908983,-1.6828976599891485,-1.3692124290253087,0.00398354239548523
v_subj(10.Gradual).13,0.477530532167494,0.15377060168947057,0.17452919399344702,0.37408393092601094,0.47512552500005534,0.5819064273466977,0.7814724295096678,0.0015107653963037228
v_subj(10.Sudden).0,0.24219259968826792,0.16683542774968596,-0.0827668164010984,0.128536649439205,0.2417492009661521,0.3553575565433964,0.5668825735255915,0.001720663867047632
v_subj(10.Sudden).2,-2.513685965654047,0.3146525544852528,-3.1538269742651126,-2.7255530751628716,-2.5066791058769633,-2.2973670226791123,-1.9141453854227797,0.007778391812186175
v_subj(10.Sudden).4,-0.48663149629663693,0.17883597055933523,-0.8388545342465992,-0.6065783387568641,-0.487075055789151,-0.36669088365681224,-0.13174563302892328,0.0019815426574081125
v_subj(10.Sudden).6,4.555170639987873,0.4948840950015345,3.6264476628571405,4.213722243303327,4.538698668297634,4.888858120684138,5.582694711651086,0.02126608088689061
v_subj(10.Sudden).8,-0.09618982085524277,0.20122323118911015,-0.4848306720319825,-0.2331905818166588,-0.09531798546517467,0.03789314653857362,0.2957983251996015,0.002050632690412885
v_subj(10.Sudden).10,-0.08258788681075796,0.21225473631504096,-0.495846698264378,-0.22557348059753424,-0.08259463475177153,0.05942877267680147,0.3374114144468898,0.00217530034404194
v_subj(10.Sudden).12,1.9208803555621603,0.3274390800180184,1.3733770564727714,1.6972179503401825,1.8881375481181952,2.103111539021225,2.6842995951528947,0.00891677593101427
v_subj(11.Gradual).1,2.192099859565654,0.4262714018732065,1.5315131025730553,1.8889622090876461,2.1245916934952853,2.4312436232591685,3.188298457287435,0.015518161021182423
v_subj(11.Gradual).3,1.9065878597001429,0.2749079303375936,1.4203487025569514,1.717371129464461,1.8902259328197255,2.0776513416532527,2.48931582261502,0.007680700078281715
v_subj(11.Gradual).5,0.5321153793646934,0.18354192697605187,0.17783954410320937,0.40903023753042445,0.5293990425051465,0.654867373782547,0.8971236612536095,0.0018499024760108712
v_subj(11.Gradual).7,4.881473554661445,0.9283687450632788,2.744180117051801,4.325597394674615,4.944737749263647,5.498271343355023,6.554266560815383,0.04464556938736423
v_subj(11.Gradual).9,0.09094924437999857,0.1980056118906476,-0.2933446118525018,-0.044340571682679464,0.09123617943881729,0.22430874793528943,0.47932619164552626,0.0018799170606891788
v_subj(11.Gradual).11,-0.8141541580353577,0.18741817972768038,-1.1849087273310348,-0.9398525931835281,-0.8140588476627313,-0.688849175046701,-0.448048516042608,0.0022853922698463356
v_subj(11.Gradual).13,0.6635894834817132,0.18127429154810437,0.3075072626967766,0.5411484914674338,0.6609486178196723,0.7875721256874764,1.0215403221962773,0.0018563323890762988
v_subj(11.Sudden).0,1.8246251443157147,0.27291380073994576,1.3048576924565438,1.6402776635574994,1.8194907975642405,2.000971837220969,2.38315708376691,0.004121274250082593
v_subj(11.Sudden).2,-2.502754612168882,0.33394779211734904,-3.189888547095998,-2.71169372981714,-2.488780527313052,-2.271337232278018,-1.8807496868961038,0.009171614940605007
v_subj(11.Sudden).4,-2.0707070751568786,0.2819113785822454,-2.6445109263170075,-2.2533200454857205,-2.0644260846651665,-1.880918553509452,-1.5360848889607994,0.004184800678389103
v_subj(11.Sudden).6,4.157538094189247,0.4881050259737228,3.23196307168397,3.821619189569174,4.135866298910995,4.474316118242022,5.1672013878006195,0.019082667810675212
v_subj(11.Sudden).8,2.6584073056046544,0.3845155511096267,1.9229588157697446,2.388946629963505,2.6546402192023706,2.9196818775610494,3.4242946198612554,0.007536215574311324
v_subj(11.Sudden).10,-0.2487740804215828,0.19506734010713284,-0.6338167421936292,-0.3789385780817284,-0.2489755873771928,-0.1175439267508247,0.13240332363117835,0.0018291593955667641
v_subj(11.Sudden).12,2.01132617965667,0.28373165831181374,1.463270075269982,1.8189584689239773,2.0094338506076053,2.2015455276265925,2.5776025287788267,0.004195625676101338
t,0.496999414106222,0.034703247764924165,0.4313544346379478,0.47411971649430656,0.49595561489340556,0.5184492342525394,0.5676875828000685,0.00045769966497759854
t_std,0.12615038693891806,0.030088091525914972,0.0834011351443848,0.10549359407329974,0.12097894404873144,0.1405287519524151,0.2009627533390131,0.0005206272553540503
t_subj.0,0.39424323032876785,0.012619958462592791,0.3682490903662436,0.38579742962340197,0.3951180139249258,0.4032680145944768,0.41707714354443187,0.00037933624415613273
t_subj.1,0.4946112829537348,0.025423777430550056,0.4381680820077461,0.4796045563630194,0.4971993860723377,0.5124367801329116,0.5377553540119508,0.0009646486047896173
t_subj.2,0.4892071714274822,0.017552068057765893,0.45080836213185405,0.47852977060031254,0.4904267613734025,0.5014711270896779,0.5193208006863728,0.0007984399198779919
t_subj.3,0.3346689784580879,0.022860907207547233,0.2814334849523951,0.3214942471014871,0.3371131438576422,0.3505389007669325,0.37208661352847394,0.001197197804891
t_subj.4,0.460980516050315,0.008480343444258125,0.44285098583188237,0.45578863603182757,0.46166750688076236,0.46687303341061365,0.47565788887324606,0.0002269353308858831
t_subj.5,0.5201848706873444,0.007929419647743368,0.5018746152656268,0.5157257746142079,0.5214037691897524,0.5258613325864261,0.5327866163925334,0.0001733848990155056
t_subj.6,0.4868187498418941,0.0063710035022918575,0.47311548087175465,0.4828844961300687,0.48721376670007366,0.4910765651565971,0.4982583813255657,0.00015126538449885144
t_subj.7,0.7825085142818681,0.010964294979975414,0.7614505389600817,0.7737704884194553,0.7834840105762548,0.7916397508124652,0.8000433513865138,0.00024069920284666333
t_subj.8,0.46487513081936666,0.007060729022954937,0.45083883220278853,0.4603425306959195,0.4649677814597054,0.4693932072097221,0.4788660357582565,0.0001424188961122043
t_subj.9,0.42208699328062416,0.00849236698365464,0.40471126604406066,0.41647636046263653,0.4225824679067464,0.42793331580171795,0.4376050936168782,0.00019688071987832245
t_subj.10,0.6961140938176559,0.006621159881522585,0.6812606531071074,0.6923219366359336,0.6966429492687695,0.7005413147003936,0.7074166114477238,0.00010094956227900073
t_subj.11,0.3652922950823729,0.013980231883345885,0.33707613328918384,0.3564890741870309,0.36547407365245693,0.37416780969840147,0.392957623861595,0.0003291044305331903
t_subj.12,0.5262640582166248,0.010035266342450623,0.5058711569652153,0.5187129365810405,0.5277163762132613,0.5342533372495808,0.5423933992041245,0.00020291859262420577
t_subj.13,0.4974176152103069,0.011092290726615685,0.47415886999835033,0.49032930053960117,0.49803519457429446,0.5053394979314814,0.5172974663141643,0.0001803074965548173
